id,action_flow_id,action_flow_des,intention_1,intention_2,act_seq_start,act_seq_end,ob_start_frame,ob_end_frame,ob_act_seq,future_act_seq,scene
A3MOW,c065 0.00 16.90;c156 0.00 19.70;c061 0.00 21.80;c118 0.00 21.90;c068 16.50 21.40,Eating a sandwich;Someone is eating something;Holding some food;Holding a dish;Putting a sandwich somewhere,eat a sandwich;S/He is hungry,eat a sandwich;S/He is hungry,0,21.9,1,105,Eating a sandwich;Someone is eating something;Holding some food;Holding a dish,Putting a sandwich somewhere,Living room
RNLTR,c001 0.00 13.40;c155 0.00 24.00;c003 7.30 13.50;c054 11.60 16.40;c057 11.60 16.40,Putting clothes somewhere;Someone is undressing;Throwing clothes somewhere;Putting shoes somewhere;Taking off some shoes,undress clothes;S/He wants to tidy up the clothes,take off a sweater and socks;S/He wants to get undressed,0,24,1,115,Putting clothes somewhere;Someone is undressing,Throwing clothes somewhere;Putting shoes somewhere;Taking off some shoes,Entryway (A hall that is generally located at the entrance of a house)
UILMZ,c073 0.00 5.00;c072 1.00 14.40;c071 10.70 17.90;c070 15.50 30.00,Taking a blanket from somewhere;Snuggling with a blanket;Putting a blanket somewhere;Holding a blanket,hold the blanket;S/He wants to keep the body warm,fold the blanket;S/He wants to arrange the blanket,0,30,1,144,Taking a blanket from somewhere;Snuggling with a blanket,Putting a blanket somewhere;Holding a blanket,Dining room
DO48Z,c002 0.00 6.40;c056 0.50 9.50;c001 2.40 19.50;c053 4.60 9.50;c054 4.70 17.90;c004 6.30 16.50,Taking some clothes from somewhere;Taking shoes from somewhere;Putting clothes somewhere;Holding a shoe/shoes;Putting shoes somewhere;Tidying some clothes,arrange clothes;S/He wants to do housework,wash some clothes;S/He wants to do the laundry,0,19.5,1,93,Taking some clothes from somewhere;Taking shoes from somewhere;Putting clothes somewhere,Holding a shoe/shoes;Putting shoes somewhere;Tidying some clothes,Closet / Walk-in closet / Spear closet
FTETB,c041 0.00 5.10;c044 0.20 11.60;c039 5.50 10.80;c042 8.90 13.70,Opening a box;Taking something from a box;Closing a box;Putting a box somewhere,take something out of the box;S/He wants to make use of the box,open a box;S/He wants to take something,0,13.7,1,65,Opening a box;Taking something from a box,Closing a box;Putting a box somewhere,Kitchen
RHCFX,c026 0.00 6.70;c032 0.00 8.70;c107 0.00 34.00;c106 3.20 9.00,Holding a book;Watching/Reading/Looking at a book;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle,drink some water;S/He is thirsty,drink water;S/He is thirsty,0,34,1,163,Holding a book;Watching/Reading/Looking at a book;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle,,Bedroom
YQOPM,c002 0.00 3.20;c000 0.00 20.40;c001 3.40 19.20;c004 4.50 48.00;c003 4.80 18.10,Taking some clothes from somewhere;Holding some clothes;Putting clothes somewhere;Tidying some clothes;Throwing clothes somewhere,fold some clothes;S/He wants to arrange clothes,fold the clothes;S/He wants to arrange the clothes,0,48,1,230,Taking some clothes from somewhere;Holding some clothes;Putting clothes somewhere;Tidying some clothes;Throwing clothes somewhere,,Closet / Walk-in closet / Spear closet
05ZNF,c061 19.80 25.40;c063 20.60 32.00;c120 20.90 26.30;c118 21.50 32.00;c156 23.10 32.00,Holding some food;Taking food from somewhere;Taking a dish/es from somewhere;Holding a dish;Someone is eating something,eat something;S/He is hungry,eat food;S/He is hungry,19.8,32,476,533,Holding some food;Taking food from somewhere;Taking a dish/es from somewhere;Holding a dish,Someone is eating something,Living room
0BX9N,c023 0.00 9.80;c022 3.50 10.20;c020 3.90 10.00;c021 11.80 21.40,Taking a bag from somewhere;Putting a bag somewhere;Holding a bag;Opening a bag,open a bag;S/He wants to find thing in bag,put something into a bag and take something out from the bag;S/He wants to make use of the bag,0,21.4,1,102,Taking a bag from somewhere;Putting a bag somewhere;Holding a bag,Opening a bag,Basement (A room below the ground floor)
WVOQP,c061 9.20 14.50;c065 9.40 19.80;c156 10.70 17.80;c063 13.10 38.0;c110 14.90 38.0;c107 15.40 38.0;c068 16.60 21.30;c106 20.20 25.70;c069 34.70 38.00,Holding some food;Eating a sandwich;Someone is eating something;Taking food from somewhere;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Putting a sandwich somewhere;Drinking from a cup/glass/bottle;Taking a sandwich from somewhere,eat a sandwich;S/He is hungry,eat food and drink water;S/He is hungry and thirsty,9.2,38,221,359,Holding some food;Eating a sandwich;Someone is eating something;Taking food from somewhere;Taking a cup/glass/bottle from somewhere,Holding a cup/glass/bottle of something;Putting a sandwich somewhere;Drinking from a cup/glass/bottle;Taking a sandwich from somewhere,Hallway
V0ZD9,c120 0.00 12.00;c118 0.00 24.70;c121 0.30 24.10;c111 0.50 16.00;c119 4.60 16.40;c108 17.10 23.20,Taking a dish/es from somewhere;Holding a dish;Wash a dish/dishes;Washing a cup/glass/bottle;Putting a dish/es somewhere;Pouring something into a cup/glass/bottle,wash cups;S/He wants to clean the kitchen,tidy up the some dishes;S/He wants to clean the kitchen,0,24.7,1,118,Taking a dish/es from somewhere;Holding a dish;Wash a dish/dishes;Washing a cup/glass/bottle;Putting a dish/es somewhere,Pouring something into a cup/glass/bottle,Kitchen
3GFIC,c052 0.00 18.50;c047 0.00 20.30;c051 0.00 20.90;c049 14.40 21.20;c046 15.50 21.60,Working/Playing on a laptop;Holding a laptop;Watching a laptop or something on a laptop;Putting a laptop somewhere;Closing a laptop,watch a laptop;S/He wants to do the work,watch a laptop;S/He wants to work on laptop,0,21.6,1,103,Working/Playing on a laptop;Holding a laptop;Watching a laptop or something on a laptop,Putting a laptop somewhere;Closing a laptop,Entryway (A hall that is generally located at the entrance of a house)
RO9RP,c143 0.00 6.70;c108 5.00 15.10;c107 8.30 25.80;c142 11.40 18.10;c109 20.50 27.10;c009 20.50 27.10;c012 24.60 30.00,Opening a refrigerator;Pouring something into a cup/glass/bottle;Holding a cup/glass/bottle of something;Closing a refrigerator;Putting a cup/glass/bottle somewhere;Putting something on a table;Tidying up a table,drink some water;S/He is thirsty,pour the water into a cup from refrigerator;S/He is thirsty,0,30,1,144,Opening a refrigerator;Pouring something into a cup/glass/bottle,Holding a cup/glass/bottle of something;Closing a refrigerator;Putting a cup/glass/bottle somewhere;Putting something on a table;Tidying up a table,Kitchen
4RKKP,c043 1.70 30.50;c044 1.80 30.00;c041 1.80 31.00;c039 23.70 30.80;c040 25.30 31.00;c042 25.40 31.00,Taking a box from somewhere;Taking something from a box;Opening a box;Closing a box;Holding a box;Putting a box somewhere,open a box;S/He wants to take something,take something out of the box;S/He wants to make use of the box,1.7,31,41,181,Taking a box from somewhere;Taking something from a box;Opening a box,Closing a box;Holding a box;Putting a box somewhere,Kitchen
PZS0C,c133 0.00 4.80;c146 0.00 6.80;c135 2.20 8.60;c154 2.20 10.10,Someone is awakening in bed;Someone is awakening somewhere;Sitting in a bed;Someone is standing up from somewhere,leave bed;S/He wants to get up,stand up after awakening;S/He wants to get undressed,0,10.1,1,48,Someone is awakening in bed;Someone is awakening somewhere,Sitting in a bed;Someone is standing up from somewhere,Bedroom
Z320B,c098 0.00 19.90;c102 0.20 17.70;c127 0.60 17.90;c099 14.50 20.50,Holding a broom;Tidying up with a broom;Tidying something on the floor;Putting a broom somewhere,tidy the floor with a broom;S/He wants to clean something with a broom,hold a broom;S/He wants to clean something,0,20.5,1,98,Holding a broom;Tidying up with a broom;Tidying something on the floor,Putting a broom somewhere,Laundry room
U1DE4,c155 5.90 18.90;c000 6.80 27.70;c002 12.50 32.00;c001 21.10 29.50,Someone is undressing;Holding some clothes;Taking some clothes from somewhere;Putting clothes somewhere,undress himself;S/He wants to arrange the clothes,take off a jacket;S/He wants to get undressed,5.9,32,142,266,Someone is undressing;Holding some clothes,Taking some clothes from somewhere;Putting clothes somewhere,Entryway (A hall that is generally located at the entrance of a house)
QOWXK,c151 3.80 10.10;c124 5.90 21.00;c125 15.70 45.10;c154 40.10 46.10,Someone is going from standing to sitting;Lying on the floor;Sitting on the floor;Someone is standing up from somewhere,go into the room and lie on the floor;S/He wants to have a rest,sit on floor;S/He wants to get some rest,3.8,46.1,92,294,Someone is going from standing to sitting;Lying on the floor,Sitting on the floor;Someone is standing up from somewhere,Basement (A room below the ground floor)
6ZJAL,c026 9.20 16.70;c031 11.70 16.20;c032 15.20 27.10;c027 18.40 30.80,Holding a book;Throwing a book somewhere;Watching/Reading/Looking at a book;Opening a book,have a joyful activity;S/He wants to entertain himself/her/hisself,read a book;S/He wants to enterain himself/her/hisself,9.2,30.8,221,324,Holding a book;Throwing a book somewhere,Watching/Reading/Looking at a book;Opening a book,Recreation room / Man cave
KNGRY,c068 0.00 31.00;c063 0.00 31.00;c061 0.30 31.00;c062 28.30 31.00,Putting a sandwich somewhere;Taking food from somewhere;Holding some food;Putting some food somewhere,hold a sandwich and look around;S/He is hungry,eat a sandwich;S/He is hungry,0,31,1,148,Putting a sandwich somewhere;Taking food from somewhere;Holding some food,Putting some food somewhere,Hallway
PT4XS,c062 11.60 17.00;c064 11.90 17.30;c118 20.50 32.00;c121 21.60 32.00,Putting some food somewhere;Throwing food somewhere;Holding a dish;Wash a dish/dishes,wash the dishes;S/He wants to clean the kitchen,wash dishes;S/He wants to prepare a meal,11.6,32,279,376,Putting some food somewhere;Throwing food somewhere,Holding a dish;Wash a dish/dishes,Dining room
HGSB7,c124 0.00 6.90;c154 0.70 10.20;c151 20.60 27.90;c059 23.00 32.00,Lying on the floor;Someone is standing up from somewhere;Someone is going from standing to sitting;Sitting in a chair,sit in a chair;S/He wants to get some rest,prepare to do some work;S/He wants to get her/his work done,0,32,1,153,Lying on the floor;Someone is standing up from somewhere,Someone is going from standing to sitting;Sitting in a chair,Bedroom
BM3UJ,c141 1.10 9.30;c008 3.40 9.80;c097 3.90 9.40;c006 5.90 12.90,Grasping onto a doorknob;Opening a door;Walking through a doorway;Closing a door,graspe a doorknob;S/He wants to open a door,walk through the doorway;S/He wants to enter the room,1.1,12.9,27,83,Grasping onto a doorknob;Opening a door,Walking through a doorway;Closing a door,Home Office / Study (A room in a house used for work)
VS7DA,c008 2.00 10.80;c141 2.40 10.60;c097 10.10 19.50;c006 30.60 38.20,Opening a door;Grasping onto a doorknob;Walking through a doorway;Closing a door,graspe a doorknob;S/He wants to open a door,walk through the door;S/He wants to enter the room,2,38.2,49,221,Opening a door;Grasping onto a doorknob,Walking through a doorway;Closing a door,Kitchen
CICFF,c018 5.60 15.80;c016 7.00 47.00;c015 7.40 47.00;c087 24.30 46.90,Taking a phone/camera from somewhere;Playing with a phone/camera;Holding a phone/camera;Taking a picture of something,take a selfie;S/He wants to make use of the phone,take a picture of himself with a phone;S/He wants to entertain himself/her/hisself,5.6,47,135,333,Taking a phone/camera from somewhere;Playing with a phone/camera;Holding a phone/camera,Taking a picture of something,Entryway (A hall that is generally located at the entrance of a house)
OEIRN,c067 1.00 20.20;c061 1.20 40.50;c065 2.30 18.00;c156 2.30 18.40;c011 3.30 40.50;c128 15.40 38.70;c128 17.30 23.70;c129 19.30 36.7;c068 19.70 27.30;c107 24.80 37.30;c110 25.60 30.00;c106 26.60 36.30;c109 32.10 37.70;c009 32.50 38.50,Holding a sandwich;Holding some food;Eating a sandwich;Someone is eating something;Sitting at a table;Holding some medicine;Holding some medicine;Taking/consuming some medicine;Putting a sandwich somewhere;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere;Putting something on a table,eat something and drink water;S/He is hungry,eat a sandwish and take a medicine;S/He is hungry and sick,1,40.5,25,213,Holding a sandwich;Holding some food;Eating a sandwich;Someone is eating something;Sitting at a table,Holding some medicine;Holding some medicine;Taking/consuming some medicine;Putting a sandwich somewhere;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere;Putting something on a table,Recreation room / Man cave
VD8PU,c118 0.00 20.90;c107 5.60 16.90;c110 8.20 16.60;c109 8.20 27.00;c120 10.10 26.70;c119 16.80 24.70,Holding a dish;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Putting a cup/glass/bottle somewhere;Taking a dish/es from somewhere;Putting a dish/es somewhere,tidy up the some dishes;S/He wants to clean the kitchen,put the dish somewhere;S/He wants to arrange the dish,0,27,1,129,Holding a dish,Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Putting a cup/glass/bottle somewhere;Taking a dish/es from somewhere;Putting a dish/es somewhere,Living room
YE47Y,c076 0.00 11.40;c078 0.00 11.50;c135 0.00 12.10;c077 7.70 12.30;c134 14.00 37.00,Holding a pillow;Snuggling with a pillow;Sitting in a bed;Putting a pillow somewhere;Lying on a bed,lie in the sofa;S/He wants to enjoy her/his freetime,hold a pillow;S/He wants to sleep,0,37,1,177,Holding a pillow;Snuggling with a pillow;Sitting in a bed,Putting a pillow somewhere;Lying on a bed,Living room
YW5QQ,c083 7.90 20.10;c088 8.10 21.20;c084 8.90 22.00;c086 17.70 22.30,Reaching for and grabbing a picture;Watching/looking at a picture;Holding a picture;Putting a picture somewhere,watch a picture;S/He wants to relax,watch a picture;S/He wants to remember something,7.9,22.3,190,258,Reaching for and grabbing a picture;Watching/looking at a picture;Holding a picture,Putting a picture somewhere,Home Office / Study (A room in a house used for work)
P8G8V,c061 3.10 10.90;c110 3.10 10.90;c106 3.80 11.40;c107 3.80 11.40;c109 6.50 11.50,Holding some food;Taking a cup/glass/bottle from somewhere;Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere,drink water;S/He is thirsty,drink some water;S/He is thirsty,3.1,11.5,75,114,Holding some food;Taking a cup/glass/bottle from somewhere;Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something,Putting a cup/glass/bottle somewhere,Kitchen
82ZNR,c147 0.00 10.60;c109 5.90 12.90;c120 6.00 11.10;c107 6.30 12.60;c110 6.80 11.20;c108 7.10 13.10;c111 7.90 31.00;c118 7.90 31.00;c121 7.90 31.00;c119 27.40 31.00,Someone is cooking something;Putting a cup/glass/bottle somewhere;Taking a dish/es from somewhere;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Pouring something into a cup/glass/bottle;Washing a cup/glass/bottle;Holding a dish;Wash a dish/dishes;Putting a dish/es somewhere,tidy up the some dishes;S/He wants to clean the kitchen,do some washing in the kitchen;S/He wants to organise the kitchen,0,31,1,148,Someone is cooking something;Putting a cup/glass/bottle somewhere;Taking a dish/es from somewhere,Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Pouring something into a cup/glass/bottle;Washing a cup/glass/bottle;Holding a dish;Wash a dish/dishes;Putting a dish/es somewhere,Kitchen
7MRKY,c127 0.00 21.30;c102 0.00 29.90;c098 16.90 23.50;c099 24.80 32.80,Tidying something on the floor;Tidying up with a broom;Holding a broom;Putting a broom somewhere,hold a broom;S/He wants to clean something,sweep the floor;S/He wants to do housework,0,32.8,1,157,Tidying something on the floor;Tidying up with a broom,Holding a broom;Putting a broom somewhere,Dining room
